Agrupacions censals (a 01-01-2024)
Institut d'Estadística de Catalunya
https://www.idescat.cat/codis/?id=50&n=81
Nivell;Codi;Nom;Tipus AC;Codi comarca;
Secció censal;03013; ;;;
Secció censal;03015; ;;;
Secció censal;03016; ;;;
Secció censal;03017; ;;;
Agrupació censal;082457010;Santa Coloma de Gramenet 10 (Cementiri Vell - la Riera Alta - Llatí Nord);10;13;
Municipi;082457;Santa Coloma de Gramenet;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Secció censal;02007; ;;;
Agrupació censal;082457011;Santa Coloma de Gramenet 11 (Llatí);10;13;
Municipi;082457;Santa Coloma de Gramenet;;;
Secció censal;02005; ;;;
Secció censal;02006; ;;;
Secció censal;02008; ;;;
Secció censal;02009; ;;;
Secció censal;02010; ;;;
Secció censal;02011; ;;;
Agrupació censal;082457012;Santa Coloma de Gramenet 12 (Rambla del Fondo);10;13;
Municipi;082457;Santa Coloma de Gramenet;;;
Secció censal;06002; ;;;
Secció censal;06003; ;;;
Secció censal;06004; ;;;
Secció censal;06005; ;;;
Secció censal;06008; ;;;
Agrupació censal;082457013;Santa Coloma de Gramenet 13 (el Fondo Alt);10;13;
Municipi;082457;Santa Coloma de Gramenet;;;
Secció censal;06009; ;;;
Secció censal;06011; ;;;
Secció censal;06012; ;;;
Secció censal;06014; ;;;
Agrupació censal;082457014;Santa Coloma de Gramenet 14 (Santa Rosa - Pirineus);10;13;
Municipi;082457;Santa Coloma de Gramenet;;;
Secció censal;05003; ;;;
Secció censal;05006; ;;;
Secció censal;05011; ;;;
Secció censal;05012; ;;;
Agrupació censal;082457015;Santa Coloma de Gramenet 15 (Santa Rosa - Pont de Potosí);10;13;
Municipi;082457;Santa Coloma de Gramenet;;;
Secció censal;05001; ;;;
Secció censal;05002; ;;;
Secció censal;05004; ;;;
Secció censal;05005; ;;;
Secció censal;05007; ;;;
Secció censal;05008; ;;;
Secció censal;05009; ;;;
Agrupació censal;082457016;Santa Coloma de Gramenet 16 (el Raval - Safaretjos);10;13;
Municipi;082457;Santa Coloma de Gramenet;;;
Secció censal;05013; ;;;
Secció censal;05014; ;;;
Secció censal;05015; ;;;
Secció censal;05016; ;;;
Secció censal;05018; ;;;
Secció censal;05019; ;;;
Agrupació censal;080229001;Berga 1 (Nucli Urbà Oest, Sud i Est - Exterior);10;14;
Municipi;080229;Berga;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Secció censal;02003; ;;;
Secció censal;02004; ;;;
Secció censal;03001; ;;;
Secció censal;04001; ;;;
Agrupació censal;080229002;Berga 2 (Nucli Urbà Centre i Nord);10;14;
Municipi;080229;Berga;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02005; ;;;
Agrupació censal;810141001;Berguedà Nord (Bagà);31;14;
Municipi;080168;Bagà;;;
Secció censal;01001; ;;;
Municipi;080240;Borredà;;;
Secció censal;01001; ;;;
Municipi;080459;Capolat;;;
Secció censal;01001; ;;;
Municipi;080575;Castell de l'Areny;;;
Secció censal;01001; ;;;
Municipi;080522;Castellar de n'Hug;;;
Secció censal;01001; ;;;
Municipi;080500;Castellar del Riu;;;
Secció censal;01001; ;;;
Municipi;082687;Cercs;;;
Secció censal;01001; ;;;
Municipi;080787;Espunyola, l';;;
Secció censal;01001; ;;;
Municipi;080804;Fígols;;;
Secció censal;01001; ;;;
Municipi;080930;Gisclareny;;;
Secció censal;01001; ;;;
Municipi;251001;Gósol;;;
Secció censal;01001; ;;;
Municipi;080996;Guardiola de Berguedà;;;
Secció censal;01001; ;;;
Municipi;081424;Nou de Berguedà, la;;;
Secció censal;01001; ;;;
Municipi;081666;Pobla de Lillet, la;;;
Secció censal;01001; ;;;
Municipi;081901;Saldes;;;
Secció censal;01001; ;;;
Municipi;082166;Sant Jaume de Frontanyà;;;
Secció censal;01001; ;;;
Municipi;089030;Sant Julià de Cerdanyola;;;
Secció censal;01001; ;;;
Municipi;082938;Vallcebre;;;
Secció censal;01001; ;;;
Municipi;082994;Vilada;;;
Secció censal;01001; ;;;
Agrupació censal;810141002;Berguedà Sud (Gironella - Puig-reig);31;14;
Municipi;080116;Avià;;;
Secció censal;01001; ;;;
Municipi;080497;Casserres;;;
Secció censal;01001; ;;;
Municipi;080924;Gironella;;;
Secció censal;01001; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Municipi;081304;Montclar;;;
Secció censal;01001; ;;;
Municipi;081326;Montmajor;;;
Secció censal;01001; ;;;
Municipi;081445;Olvan;;;
Secció censal;01001; ;;;
Municipi;081751;Puig-reig;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;02001; ;;;
Municipi;081770;Quar, la;;;
Secció censal;01001; ;;;
Municipi;081884;Sagàs;;;
Secció censal;01001; ;;;
Municipi;082554;Santa Maria de Merlès;;;
Secció censal;01001; ;;;
Municipi;083089;Viver i Serrateix;;;
Secció censal;01001; ;;;
Agrupació censal;171411000;Puigcerdà;20;15;
Municipi;171411;Puigcerdà;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Agrupació censal;810154001;Cerdanya (sense Puigcerdà);32;15;
Municipi;170062;Alp;;;
Secció censal;01001; ;;;
Municipi;250518;Bellver de Cerdanya;;;
Secció censal;01001; ;;;
Municipi;170242;Bolvir;;;
Secció censal;01001; ;;;
Municipi;170617;Das;;;
Secció censal;01001; ;;;
Municipi;170694;Fontanals de Cerdanya;;;
Secció censal;01001; ;;;
Municipi;170789;Ger;;;
Secció censal;01001; ;;;
Municipi;170828;Guils de Cerdanya;;;
Secció censal;01001; ;;;
Municipi;170849;Isòvol;;;
Secció censal;01001; ;;;
Municipi;251272;Lles de Cerdanya;;;
Secció censal;01001; ;;;
Municipi;170947;Llívia;;;
Secció censal;01001; ;;;
Municipi;170998;Meranges;;;
Secció censal;01001; ;;;
Municipi;251399;Montellà i Martinet;;;
Secció censal;01001; ;;;
Municipi;251752;Prats i Sansor;;;
Secció censal;01001; ;;;
Municipi;251790;Prullans;;;
Secció censal;01001; ;;;
Municipi;259139;Riu de Cerdanya;;;
Secció censal;01001; ;;;
Municipi;172060;Urús;;;
Secció censal;01001; ;;;
Agrupació censal;810167001;Conca de Barberà Nord-est (Santa Coloma de Queralt);31;16;
Municipi;430213;Barberà de la Conca;;;
Secció censal;01001; ;;;
Municipi;430290;Blancafort;;;
Secció censal;01001; ;;;
Municipi;430461;Conesa;;;
Secció censal;01001; ;;;
Municipi;430614;Forès;;;
Secció censal;01001; ;;;
Municipi;430733;Llorac;;;
Secció censal;01001; ;;;
Municipi;431016;Passanant i Belltall;;;
Secció censal;01001; ;;;
Municipi;431055;Piles, les;;;
Secció censal;01001; ;;;
Municipi;431074;Pira;;;
Secció censal;01001; ;;;
Municipi;431418;Pontils;;;
Secció censal;01001; ;;;
Municipi;431303;Rocafort de Queralt;;;
Secció censal;01001; ;;;
Municipi;431397;Santa Coloma de Queralt;;;
Secció censal;01001; ;;;
Secció censal;02001; ;;;
Municipi;431423;Sarral;;;
Secció censal;01001; ;;;
Municipi;431439;Savallà del Comtat;;;
Secció censal;01001; ;;;
Municipi;431476;Solivella;;;
Secció censal;01001; ;;;
Municipi;431592;Vallfogona de Riucorb;;;
Secció censal;01001; ;;;
Agrupació censal;810167002;Conca de Barberà Sud-oest (Montblanc);31;16;
Municipi;430542;Espluga de Francolí, l';;;
Secció censal;01001; ;;;
Secció censal;02001; ;;;
Municipi;430862;Montblanc;;;
Secció censal;01001; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Municipi;431460;Senan;;;
Secció censal;01001; ;;;
Municipi;431589;Vallclara;;;
Secció censal;01001; ;;;
Municipi;431687;Vilanova de Prades;;;
Secció censal;01001; ;;;
Municipi;431726;Vilaverd;;;
Secció censal;01001; ;;;
Municipi;431763;Vimbodí i Poblet;;;
Secció censal;01001; ;;;
Agrupació censal;080749001;Cubelles 1 (Oest i Nord);10;17;
Municipi;080749;Cubelles;;;
Secció censal;01001; ;;;
Secció censal;01006; ;;;
Secció censal;01008; ;;;
Secció censal;01009; ;;;
Agrupació censal;080749002;Cubelles 2 (Est i Sud);10;17;
Municipi;080749;Cubelles;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01007; ;;;
Secció censal;01010; ;;;
Agrupació censal;082310001;Sant Pere de Ribes 1 (Nucli Urbà i Exterior Oest);10;17;
Municipi;082310;Sant Pere de Ribes;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01008; ;;;
Secció censal;01009; ;;;
Secció censal;01016; ;;;
Secció censal;01017; ;;;
Agrupació censal;082310002;Sant Pere de Ribes 2 (les Roquetes);10;17;
Municipi;082310;Sant Pere de Ribes;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Secció censal;01007; ;;;
Secció censal;01010; ;;;
Secció censal;01011; ;;;
Agrupació censal;082310003;Sant Pere de Ribes 3 (Urbanitzacions i Exteriors Est i Sud);10;17;
Municipi;082310;Sant Pere de Ribes;;;
Secció censal;01001; ;;;
Secció censal;01012; ;;;
Secció censal;01013; ;;;
Secció censal;01014; ;;;
Secció censal;01015; ;;;
Agrupació censal;082704001;Sitges 1 (Centre Urbà);10;17;
Municipi;082704;Sitges;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;02001; ;;;
Secció censal;02003; ;;;
Secció censal;02004; ;;;
Secció censal;02005; ;;;
Agrupació censal;082704002;Sitges 2 (Exterior i Urbanitzacions);10;17;
Municipi;082704;Sitges;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Secció censal;02002; ;;;
Secció censal;02006; ;;;
Secció censal;02011; ;;;
Agrupació censal;082704003;Sitges 3 (Est);10;17;
Municipi;082704;Sitges;;;
Secció censal;02007; ;;;
Secció censal;02009; ;;;
Secció censal;02010; ;;;
Agrupació censal;083073001;Vilanova i la Geltrú 1 (Sant Joan Sud - Can Marquès - Plaça de la Sardana);10;17;
Municipi;083073;Vilanova i la Geltrú;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01010; ;;;
Secció censal;02002; ;;;
Secció censal;02006; ;;;
Agrupació censal;083073002;Vilanova i la Geltrú 2 (Sant Joan Nord);10;17;
Municipi;083073;Vilanova i la Geltrú;;;
Secció censal;04005; ;;;
Secció censal;04006; ;;;
Secció censal;04008; ;;;
Secció censal;04009; ;;;
Secció censal;04011; ;;;
Agrupació censal;083073003;Vilanova i la Geltrú 3 (Barri de Mar - Ribes Roges - Prat de Vilanova);10;17;
Municipi;083073;Vilanova i la Geltrú;;;
Secció censal;02001; ;;;
Secció censal;02003; ;;;
Secció censal;02004; ;;;
Secció censal;02007; ;;;
Secció censal;02008; ;;;
Agrupació censal;083073004;Vilanova i la Geltrú 4 (la Geltrú - Masia Nova);10;17;
Municipi;083073;Vilanova i la Geltrú;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Secció censal;01007; ;;;
Secció censal;01008; ;;;
Secció censal;03002; ;;;
Secció censal;03003; ;;;
Agrupació censal;083073005;Vilanova i la Geltrú 5 (l'Armanyà - Casernes - Tacó);10;17;
Municipi;083073;Vilanova i la Geltrú;;;
Secció censal;03004; ;;;
Secció censal;03005; ;;;
Secció censal;04016; ;;;
Agrupació censal;083073006;Vilanova i la Geltrú 6 (Centrevila - Nucli Antic);10;17;
Municipi;083073;Vilanova i la Geltrú;;;
Secció censal;01004; ;;;
Secció censal;03001; ;;;
Secció censal;04001; ;;;
Secció censal;04002; ;;;
Secció censal;04003; ;;;
Secció censal;04004; ;;;
Secció censal;04015; ;;;
Agrupació censal;083073007;Vilanova i la Geltrú 7 (Molí de Vent - l'Aragai);10;17;
Municipi;083073;Vilanova i la Geltrú;;;
Secció censal;01009; ;;;
Secció censal;01011; ;;;
Secció censal;04010; ;;;
Secció censal;04012; ;;;
Secció censal;04013; ;;;
Agrupació censal;083073008;Vilanova i la Geltrú 8 (la Collada - els Sis Camins - Fondo Somella);10;17;
Municipi;083073;Vilanova i la Geltrú;;;
Secció censal;04007; ;;;
Secció censal;04014; ;;;
Secció censal;04017; ;;;
Agrupació censal;810173001;Garraf Nord (Canyelles - Olivella);32;17;
Municipi;080431;Canyelles;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;081483;Olivella;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Agrupació censal;810189000;Garrigues;33;18;
Municipi;250061;Albagés, l';;;
Secció censal;01001; ;;;
Municipi;250096;Albi, l';;;
Secció censal;01001; ;;;
Municipi;250292;Arbeca;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;251706;Bellaguarda;;;
Secció censal;01001; ;;;
Municipi;250582;Borges Blanques, les;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Municipi;250560;Bovera;;;
Secció censal;01001; ;;;
Municipi;250674;Castelldans;;;
Secció censal;01001; ;;;
Municipi;250735;Cervià de les Garrigues;;;
Secció censal;01001; ;;;
Municipi;250766;Cogul, el;;;
Secció censal;01001; ;;;
Municipi;250812;Espluga Calba, l';;;
Secció censal;01001; ;;;
Municipi;250925;Floresta, la;;;
Secció censal;01001; ;;;
Municipi;250978;Fulleda;;;
Secció censal;01001; ;;;
Municipi;251018;Granadella, la;;;
Secció censal;01001; ;;;
Municipi;251057;Granyena de les Garrigues;;;
Secció censal;01001; ;;;
Municipi;251180;Juncosa;;;
Secció censal;01001; ;;;
Municipi;251193;Juneda;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;251538;Omellons, els;;;
Secció censal;01001; ;;;
Municipi;251692;Pobla de Cérvoles, la;;;
Secció censal;01001; ;;;
Municipi;251804;Puiggròs;;;
Secció censal;01001; ;;;
Municipi;252069;Soleràs, el;;;
Secció censal;01001; ;;;
Municipi;252189;Tarrés;;;
Secció censal;01001; ;;;
Municipi;252249;Torms, els;;;
Secció censal;01001; ;;;
Municipi;252537;Vilosell, el;;;
Secció censal;01001; ;;;
Municipi;252555;Vinaixa;;;
Secció censal;01001; ;;;
Agrupació censal;171143001;Olot 1 (Centre-nord i Nord);10;19;
Municipi;171143;Olot;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01006; ;;;
Secció censal;01007; ;;;
Secció censal;04001; ;;;
Secció censal;04002; ;;;
Agrupació censal;171143002;Olot 2 (Sud);10;19;
Municipi;171143;Olot;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Secció censal;02004; ;;;
Secció censal;02005; ;;;
Secció censal;03001; ;;;
Agrupació censal;171143003;Olot 3 (Centre-est i Est);10;19;
Municipi;171143;Olot;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;03002; ;;;
Secció censal;03003; ;;;
Agrupació censal;171143004;Olot 4 (Oest);10;19;
Municipi;171143;Olot;;;
Secció censal;05001; ;;;
Secció censal;05002; ;;;
Secció censal;05003; ;;;
Secció censal;05004; ;;;
Agrupació censal;810192001;Garrotxa Nord (Sant Joan les Fonts - Besalú);31;19;
Municipi;170101;Argelaguer;;;
Secció censal;01001; ;;;
Municipi;170195;Besalú;;;
Secció censal;01001; ;;;
Municipi;170216;Beuda;;;
Secció censal;01001; ;;;
Municipi;170464;Castellfollit de la Roca;;;
Secció censal;01001; ;;;
Municipi;170985;Maià de Montcal;;;
Secció censal;01001; ;;;
Municipi;171096;Montagut i Oix;;;
Secció censal;01001; ;;;
Municipi;171544;Sales de Llierca;;;
Secció censal;01001; ;;;
Municipi;171621;Sant Ferriol;;;
Secció censal;01001; ;;;
Municipi;171655;Sant Jaume de Llierca;;;
Secció censal;01001; ;;;
Municipi;171851;Sant Joan les Fonts;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;172001;Tortellà;;;
Secció censal;01001; ;;;
Municipi;172082;Vall de Bianya, la;;;
Secció censal;01001; ;;;
Agrupació censal;810192002;Garrotxa Sud (Vall d'en Bas);31;19;
Municipi;171058;Mieres;;;
Secció censal;01001; ;;;
Municipi;171334;Planes d'Hostoles, les;;;
Secció censal;01001; ;;;
Municipi;171390;Preses, les;;;
Secció censal;01001; ;;;
Municipi;171498;Riudaura;;;
Secció censal;01001; ;;;
Municipi;171833;Sant Aniol de Finestres;;;
Secció censal;01001; ;;;
Municipi;171616;Sant Feliu de Pallerols;;;
Secció censal;01001; ;;;
Municipi;171848;Santa Pau;;;
Secció censal;01001; ;;;
Municipi;172076;Vall d'en Bas, la;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Agrupació censal;170448000;Cassà de la Selva;20;20;
Municipi;170448;Cassà de la Selva;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Agrupació censal;170792001;Girona 1 (Barri Vell, el Carme, el Mercadal, Sant Daniel);10;20;
Municipi;170792;Girona;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;02001; ;;;
Secció censal;03001; ;;;
Secció censal;03002; ;;;
Secció censal;04001; ;;;
Secció censal;04002; ;;;
Secció censal;05004; ;;;
Agrupació censal;170792002;Girona 2 (la Font de la Pólvora - Vila-roja);10;20;
Municipi;170792;Girona;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Agrupació censal;170792003;Girona 3 (Eixample Nord-est);10;20;
Municipi;170792;Girona;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Secció censal;02004; ;;;
Secció censal;02005; ;;;
Secció censal;02006; ;;;
Secció censal;02012; ;;;
Secció censal;02013; ;;;
Agrupació censal;170792004;Girona 4 (Eixample Nord-oest);10;20;
Municipi;170792;Girona;;;
Secció censal;03003; ;;;
Secció censal;03004; ;;;
Secció censal;03005; ;;;
Secció censal;03015; ;;;
Secció censal;03016; ;;;
Secció censal;03019; ;;;
Secció censal;03020; ;;;
Agrupació censal;170792005;Girona 5 (Eixample Sud-est);10;20;
Municipi;170792;Girona;;;
Secció censal;02007; ;;;
Secció censal;02008; ;;;
Secció censal;02010; ;;;
Secció censal;02011; ;;;
Secció censal;02019; ;;;
Secció censal;02021; ;;;
Secció censal;02022; ;;;
Agrupació censal;170792006;Girona 6 (Eixample Sud-oest - Sant Narcís - Mas Xirgu);10;20;
Municipi;170792;Girona;;;
Secció censal;03006; ;;;
Secció censal;03007; ;;;
Secció censal;03010; ;;;
Secció censal;03012; ;;;
Agrupació censal;170792007;Girona 7 (Montjuïc);10;20;
Municipi;170792;Girona;;;
Secció censal;05001; ;;;
Secció censal;05006; ;;;
Agrupació censal;170792008;Girona 8 (Pedret, Pont Major);10;20;
Municipi;170792;Girona;;;
Secció censal;05002; ;;;
Secció censal;05003; ;;;
Secció censal;05005; ;;;
Agrupació censal;170792009;Girona 9 (Oest - Fontajau, Sant Ponç, Talaià, Domeny);10;20;
Municipi;170792;Girona;;;
Secció censal;06001; ;;;
Secció censal;06002; ;;;
Secció censal;06003; ;;;
Secció censal;06004; ;;;
Secció censal;06005; ;;;
Agrupació censal;170792010;Girona 10 (Santa Eugènia - Can Gibert del Pla);10;20;
Municipi;170792;Girona;;;
Secció censal;03008; ;;;
Secció censal;03009; ;;;
Secció censal;03011; ;;;
Secció censal;03013; ;;;
Secció censal;03014; ;;;
Secció censal;03017; ;;;
Secció censal;03018; ;;;
Secció censal;03021; ;;;
Agrupació censal;170792011;Girona 11 (Montilivi, Creueta, Palau, l'Avellaneda);10;20;
Municipi;170792;Girona;;;
Secció censal;02009; ;;;
Secció censal;02014; ;;;
Secció censal;02015; ;;;
Secció censal;02016; ;;;
Secció censal;02017; ;;;
Secció censal;02018; ;;;
Secció censal;02020; ;;;
Agrupació censal;170890000;Llagostera;20;20;
Municipi;170890;Llagostera;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Agrupació censal;171557001;Salt 1 (Nucli Urbà Sud i Exterior);10;20;
Municipi;171557;Salt;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01004; ;;;
Secció censal;01008; ;;;
Secció censal;01009; ;;;
Secció censal;02004; ;;;
Secció censal;02005; ;;;
Secció censal;02007; ;;;
Agrupació censal;171557002;Salt 2 (Nucli Urbà Nord-est);10;20;
Municipi;171557;Salt;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Secció censal;02006; ;;;
Agrupació censal;171557003;Salt 3 (Nucli Urbà Nord-oest);10;20;
Municipi;171557;Salt;;;
Secció censal;01003; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Agrupació censal;810206001;Gironès Nord (Sarrià de Ter);31;20;
Municipi;170502;Cervià de Ter;;;
Secció censal;01001; ;;;
Municipi;171668;Sant Jordi Desvalls;;;
Secció censal;01001; ;;;
Municipi;171693;Sant Julià de Ramis;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;171864;Sarrià de Ter;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;172168;Viladasens;;;
Secció censal;01001; ;;;
Agrupació censal;810206002;Gironès Nord-est (Celrà);31;20;
Municipi;170255;Bordils;;;
Secció censal;01001; ;;;
Municipi;170499;Celrà;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;170675;Flaçà;;;
Secció censal;01001; ;;;
Municipi;170871;Juià;;;
Secció censal;01001; ;;;
Municipi;170979;Madremanya;;;
Secció censal;01001; ;;;
Municipi;171680;Sant Joan de Mollet;;;
Secció censal;01001; ;;;
Municipi;171735;Sant Martí Vell;;;
Secció censal;01001; ;;;
Agrupació censal;810206003;Gironès Oest i Nord-oest (Bescanó);31;20;
Municipi;170209;Bescanó;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;170405;Canet d'Adri;;;
Secció censal;01001; ;;;
Municipi;171637;Sant Gregori;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;171729;Sant Martí de Llémena;;;
Secció censal;01001; ;;;
Agrupació censal;810206004;Gironès Centre (Quart);31;20;
Municipi;170025;Aiguaviva;;;
Secció censal;01001; ;;;
Municipi;170388;Campllong;;;
Secció censal;01001; ;;;
Municipi;170736;Fornells de la Selva;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;170904;Llambilles;;;
Secció censal;01001; ;;;
Municipi;171426;Quart;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;171576;Sant Andreu Salou;;;
Secció censal;01001; ;;;
Municipi;172155;Vilablareix;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Agrupació censal;080060001;Arenys de Mar 1 (Nord-est);10;21;
Municipi;080060;Arenys de Mar;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Agrupació censal;080060002;Arenys de Mar 2 (Sud-oest);10;21;
Municipi;080060;Arenys de Mar;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Secció censal;02004; ;;;
Secció censal;02005; ;;;
Agrupació censal;080351001;Calella 1 (Oest);10;21;
Municipi;080351;Calella;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Agrupació censal;080351002;Calella 2 (Est);10;21;
Municipi;080351;Calella;;;
Secció censal;03001; ;;;
Secció censal;03002; ;;;
Secció censal;03003; ;;;
Secció censal;03004; ;;;
Agrupació censal;080403001;Canet de Mar 1 (Centre);10;21;
Municipi;080403;Canet de Mar;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01006; ;;;
Agrupació censal;080403002;Canet de Mar 2 (Exterior);10;21;
Municipi;080403;Canet de Mar;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01007; ;;;
Secció censal;01008; ;;;
Secció censal;01009; ;;;
Secció censal;01010; ;;;
Agrupació censal;081108001;Malgrat de Mar 1 (Oest i Litoral);10;21;
Municipi;081108;Malgrat de Mar;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01006; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Agrupació censal;081108002;Malgrat de Mar 2 (Nord-est);10;21;
Municipi;081108;Malgrat de Mar;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Agrupació censal;081189001;Masnou 1 (Centre-oest), el;10;21;
Municipi;081189;Masnou, el;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01009; ;;;
Secció censal;01010; ;;;
Agrupació censal;081189002;Masnou 2 (Est), el;10;21;
Municipi;081189;Masnou, el;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Secció censal;02004; ;;;
Agrupació censal;081189003;Masnou 3 (Nord-oest), el;10;21;
Municipi;081189;Masnou, el;;;
Secció censal;01006; ;;;
Secció censal;01007; ;;;
Secció censal;01008; ;;;
Agrupació censal;081213001;Mataró 1 (Centre);10;21;
Municipi;081213;Mataró;;;
Secció censal;01003; ;;;
Secció censal;02009; ;;;
Secció censal;02010; ;;;
Agrupació censal;081213002;Mataró 2 (Eixample - Districte Censal 1);10;21;
Municipi;081213;Mataró;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Secció censal;01007; ;;;
Secció censal;01009; ;;;
Agrupació censal;081213003;Mataró 3 (Eixample - Districtes Censals 2 i 3);10;21;
Municipi;081213;Mataró;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02007; ;;;
Secció censal;02008; ;;;
Secció censal;02011; ;;;
Secció censal;02012; ;;;
Secció censal;03010; ;;;
Agrupació censal;081213004;Mataró 4 (Eixample - Districte Censal 6);10;21;
Municipi;081213;Mataró;;;
Secció censal;06001; ;;;
Secció censal;06002; ;;;
Secció censal;06003; ;;;
Secció censal;06004; ;;;
Secció censal;06011; ;;;
Secció censal;06014; ;;;
Agrupació censal;081213005;Mataró 5 (Escorxador - el Palau);10;21;
Municipi;081213;Mataró;;;
Secció censal;02003; ;;;
Secció censal;02004; ;;;
Secció censal;02005; ;;;
Agrupació censal;081213006;Mataró 6 (els Molins);10;21;
Municipi;081213;Mataró;;;
Secció censal;03007; ;;;
Secció censal;03008; ;;;
Secció censal;03009; ;;;
Secció censal;04001; ;;;
Agrupació censal;081213007;Mataró 7 (Rocafonda);10;21;
Municipi;081213;Mataró;;;
Secció censal;03001; ;;;
Secció censal;03002; ;;;
Secció censal;03003; ;;;
Secció censal;03004; ;;;
Secció censal;03005; ;;;
Secció censal;03011; ;;;
Agrupació censal;081213008;Mataró 8 (Vista Alegre);10;21;
Municipi;081213;Mataró;;;
Secció censal;03006; ;;;
Secció censal;03012; ;;;
Secció censal;03013; ;;;
